datetime,open,high,low,close,volume,target
2025-06-03 04:45:00,105243.25,105254.64,105243.25,105254.63,2.19072,0
2025-06-03 04:46:00,105254.63,105254.64,105254.63,105254.64,3.13255,0
2025-06-03 04:47:00,105254.63,105254.64,105254.63,105254.64,3.31865,0
2025-06-03 04:48:00,105254.63,105254.63,105203.1,105203.1,8.10954,0
2025-06-03 04:49:00,105203.1,105203.1,105154.95,105154.95,19.16212,1
2025-06-03 04:50:00,105154.96,105177.5,105154.95,105177.49,2.27586,0
2025-06-03 04:51:00,105177.5,105177.5,105151.02,105151.03,3.8471,0
2025-06-03 04:52:00,105151.03,105151.03,105151.02,105151.02,0.62906,0
2025-06-03 04:53:00,105151.02,105151.03,105116.2,105129.66,10.1166,0
2025-06-03 04:54:00,105129.66,105193.48,105129.66,105192.2,12.88334,0
2025-06-03 04:55:00,105192.2,105192.21,105167.46,105167.46,0.96888,0
